journal_entry_id,posting_date,description,source_system,created_by,status,created_at
JE-000199,2024-06-28,Travel and entertainment - 2024-06,Concur,Expense System,Posted,2024-06-28 00:00:00
JE-000200,2024-06-28,Software subscriptions - 2024-06,AP System,Accounts Payable,Posted,2024-06-28 00:00:00
JE-000201,2024-06-28,Insurance - 2024-Q2,AP System,Accounts Payable,Posted,2024-06-28 00:00:00
JE-000202,2024-06-28,Utilities - 2024-06,AP System,Accounts Payable,Posted,2024-06-28 00:00:00
JE-000203,2024-06-28,Interest expense - 2024-06,Treasury,Debt Module,Posted,2024-06-28 00:00:00
JE-000204,2024-06-28,Tax provision - 2024-Q2,Tax System,Tax Module,Posted,2024-06-28 00:00:00
JE-000205,2024-06-23,Cash collections - 2024-06,ERP,Collections Module,Posted,2024-06-23 00:00:00
JE-000206,2024-06-18,AP payments - 2024-06,AP System,Payment Run,Posted,2024-06-18 00:00:00
JE-000207,2024-07-28,Product revenue - 2024-07,ERP,Revenue Module,Posted,2024-07-28 00:00:00
JE-000208,2024-07-28,Service revenue - 2024-07,ERP,Revenue Module,Posted,2024-07-28 00:00:00
JE-000209,2024-07-28,Subscription revenue - 2024-07,ERP,Revenue Module,Posted,2024-07-28 00:00:00
JE-000210,2024-07-28,COGS product - 2024-07,ERP,Cost Module,Posted,2024-07-28 00:00:00
JE-000211,2024-07-28,COGS services - 2024-07,ERP,Cost Module,Posted,2024-07-28 00:00:00
JE-000212,2024-07-28,COGS subscriptions - 2024-07,ERP,Cost Module,Posted,2024-07-28 00:00:00
JE-000213,2024-07-28,Payroll - CC100 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000214,2024-07-28,Payroll - CC200 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000215,2024-07-28,Payroll - CC300 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000216,2024-07-28,Payroll - CC400 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000217,2024-07-28,Payroll - CC500 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000218,2024-07-28,Payroll - CC600 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000219,2024-07-28,Payroll - CC700 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000220,2024-07-28,Payroll - CC800 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000221,2024-07-28,Payroll - CC900 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000222,2024-07-28,Benefits - CC100 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000223,2024-07-28,Benefits - CC200 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000224,2024-07-28,Benefits - CC300 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000225,2024-07-28,Benefits - CC400 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000226,2024-07-28,Benefits - CC500 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000227,2024-07-28,Benefits - CC600 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000228,2024-07-28,Benefits - CC700 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000229,2024-07-28,Benefits - CC800 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000230,2024-07-28,Benefits - CC900 - 2024-07,Payroll System,ADP Integration,Posted,2024-07-28 00:00:00
JE-000231,2024-07-28,Rent and facilities - 2024-07,AP System,Accounts Payable,Posted,2024-07-28 00:00:00
JE-000232,2024-07-28,Depreciation - 2024-07,Fixed Assets,Depreciation Module,Posted,2024-07-28 00:00:00
JE-000233,2024-07-28,Professional services - 2024-07,AP System,Accounts Payable,Posted,2024-07-28 00:00:00
JE-000234,2024-07-28,Marketing spend - 2024-07,AP System,Accounts Payable,Posted,2024-07-28 00:00:00
JE-000235,2024-07-28,Travel and entertainment - 2024-07,Concur,Expense System,Posted,2024-07-28 00:00:00
JE-000236,2024-07-28,Software subscriptions - 2024-07,AP System,Accounts Payable,Posted,2024-07-28 00:00:00
JE-000237,2024-07-28,Utilities - 2024-07,AP System,Accounts Payable,Posted,2024-07-28 00:00:00
JE-000238,2024-07-28,Interest expense - 2024-07,Treasury,Debt Module,Posted,2024-07-28 00:00:00
JE-000239,2024-07-23,Cash collections - 2024-07,ERP,Collections Module,Posted,2024-07-23 00:00:00
JE-000240,2024-07-18,AP payments - 2024-07,AP System,Payment Run,Posted,2024-07-18 00:00:00
JE-000241,2024-08-28,Product revenue - 2024-08,ERP,Revenue Module,Posted,2024-08-28 00:00:00
JE-000242,2024-08-28,Service revenue - 2024-08,ERP,Revenue Module,Posted,2024-08-28 00:00:00
JE-000243,2024-08-28,Subscription revenue - 2024-08,ERP,Revenue Module,Posted,2024-08-28 00:00:00
JE-000244,2024-08-28,COGS product - 2024-08,ERP,Cost Module,Posted,2024-08-28 00:00:00
JE-000245,2024-08-28,COGS services - 2024-08,ERP,Cost Module,Posted,2024-08-28 00:00:00
JE-000246,2024-08-28,COGS subscriptions - 2024-08,ERP,Cost Module,Posted,2024-08-28 00:00:00
JE-000247,2024-08-28,Payroll - CC100 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000248,2024-08-28,Payroll - CC200 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000249,2024-08-28,Payroll - CC300 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000250,2024-08-28,Payroll - CC400 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000251,2024-08-28,Payroll - CC500 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000252,2024-08-28,Payroll - CC600 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000253,2024-08-28,Payroll - CC700 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000254,2024-08-28,Payroll - CC800 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000255,2024-08-28,Payroll - CC900 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000256,2024-08-28,Benefits - CC100 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000257,2024-08-28,Benefits - CC200 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000258,2024-08-28,Benefits - CC300 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000259,2024-08-28,Benefits - CC400 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000260,2024-08-28,Benefits - CC500 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000261,2024-08-28,Benefits - CC600 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000262,2024-08-28,Benefits - CC700 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000263,2024-08-28,Benefits - CC800 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000264,2024-08-28,Benefits - CC900 - 2024-08,Payroll System,ADP Integration,Posted,2024-08-28 00:00:00
JE-000265,2024-08-28,Rent and facilities - 2024-08,AP System,Accounts Payable,Posted,2024-08-28 00:00:00
JE-000266,2024-08-28,Depreciation - 2024-08,Fixed Assets,Depreciation Module,Posted,2024-08-28 00:00:00
JE-000267,2024-08-28,Professional services - 2024-08,AP System,Accounts Payable,Posted,2024-08-28 00:00:00
JE-000268,2024-08-28,Marketing spend - 2024-08,AP System,Accounts Payable,Posted,2024-08-28 00:00:00
JE-000269,2024-08-28,Travel and entertainment - 2024-08,Concur,Expense System,Posted,2024-08-28 00:00:00
JE-000270,2024-08-28,Software subscriptions - 2024-08,AP System,Accounts Payable,Posted,2024-08-28 00:00:00
JE-000271,2024-08-28,Utilities - 2024-08,AP System,Accounts Payable,Posted,2024-08-28 00:00:00
JE-000272,2024-08-28,Interest expense - 2024-08,Treasury,Debt Module,Posted,2024-08-28 00:00:00
JE-000273,2024-08-23,Cash collections - 2024-08,ERP,Collections Module,Posted,2024-08-23 00:00:00
JE-000274,2024-08-18,AP payments - 2024-08,AP System,Payment Run,Posted,2024-08-18 00:00:00
JE-000275,2024-09-28,Product revenue - 2024-09,ERP,Revenue Module,Posted,2024-09-28 00:00:00
JE-000276,2024-09-28,Service revenue - 2024-09,ERP,Revenue Module,Posted,2024-09-28 00:00:00
JE-000277,2024-09-28,Subscription revenue - 2024-09,ERP,Revenue Module,Posted,2024-09-28 00:00:00
JE-000278,2024-09-28,COGS product - 2024-09,ERP,Cost Module,Posted,2024-09-28 00:00:00
JE-000279,2024-09-28,COGS services - 2024-09,ERP,Cost Module,Posted,2024-09-28 00:00:00
JE-000280,2024-09-28,COGS subscriptions - 2024-09,ERP,Cost Module,Posted,2024-09-28 00:00:00
JE-000281,2024-09-28,Payroll - CC100 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000282,2024-09-28,Payroll - CC200 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000283,2024-09-28,Payroll - CC300 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000284,2024-09-28,Payroll - CC400 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000285,2024-09-28,Payroll - CC500 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000286,2024-09-28,Payroll - CC600 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000287,2024-09-28,Payroll - CC700 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000288,2024-09-28,Payroll - CC800 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000289,2024-09-28,Payroll - CC900 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000290,2024-09-28,Benefits - CC100 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000291,2024-09-28,Benefits - CC200 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000292,2024-09-28,Benefits - CC300 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000293,2024-09-28,Benefits - CC400 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000294,2024-09-28,Benefits - CC500 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000295,2024-09-28,Benefits - CC600 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000296,2024-09-28,Benefits - CC700 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000297,2024-09-28,Benefits - CC800 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000298,2024-09-28,Benefits - CC900 - 2024-09,Payroll System,ADP Integration,Posted,2024-09-28 00:00:00
JE-000299,2024-09-28,Rent and facilities - 2024-09,AP System,Accounts Payable,Posted,2024-09-28 00:00:00
JE-000300,2024-09-28,Depreciation - 2024-09,Fixed Assets,Depreciation Module,Posted,2024-09-28 00:00:00
JE-000301,2024-09-28,Marketing spend - 2024-09,AP System,Accounts Payable,Posted,2024-09-28 00:00:00
JE-000302,2024-09-28,Travel and entertainment - 2024-09,Concur,Expense System,Posted,2024-09-28 00:00:00
JE-000303,2024-09-28,Software subscriptions - 2024-09,AP System,Accounts Payable,Posted,2024-09-28 00:00:00
JE-000304,2024-09-28,Insurance - 2024-Q3,AP System,Accounts Payable,Posted,2024-09-28 00:00:00
JE-000305,2024-09-28,Utilities - 2024-09,AP System,Accounts Payable,Posted,2024-09-28 00:00:00
JE-000306,2024-09-28,Interest expense - 2024-09,Treasury,Debt Module,Posted,2024-09-28 00:00:00
JE-000307,2024-09-28,Tax provision - 2024-Q3,Tax System,Tax Module,Posted,2024-09-28 00:00:00
JE-000308,2024-09-23,Cash collections - 2024-09,ERP,Collections Module,Posted,2024-09-23 00:00:00
JE-000309,2024-09-18,AP payments - 2024-09,AP System,Payment Run,Posted,2024-09-18 00:00:00
JE-000310,2024-10-28,Product revenue - 2024-10,ERP,Revenue Module,Posted,2024-10-28 00:00:00
JE-000311,2024-10-28,Service revenue - 2024-10,ERP,Revenue Module,Posted,2024-10-28 00:00:00
JE-000312,2024-10-28,Subscription revenue - 2024-10,ERP,Revenue Module,Posted,2024-10-28 00:00:00
JE-000313,2024-10-28,COGS product - 2024-10,ERP,Cost Module,Posted,2024-10-28 00:00:00
JE-000314,2024-10-28,COGS services - 2024-10,ERP,Cost Module,Posted,2024-10-28 00:00:00
JE-000315,2024-10-28,COGS subscriptions - 2024-10,ERP,Cost Module,Posted,2024-10-28 00:00:00
JE-000316,2024-10-28,Payroll - CC100 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000317,2024-10-28,Payroll - CC200 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000318,2024-10-28,Payroll - CC300 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000319,2024-10-28,Payroll - CC400 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000320,2024-10-28,Payroll - CC500 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000321,2024-10-28,Payroll - CC600 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000322,2024-10-28,Payroll - CC700 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000323,2024-10-28,Payroll - CC800 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000324,2024-10-28,Payroll - CC900 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000325,2024-10-28,Benefits - CC100 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000326,2024-10-28,Benefits - CC200 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000327,2024-10-28,Benefits - CC300 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000328,2024-10-28,Benefits - CC400 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000329,2024-10-28,Benefits - CC500 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000330,2024-10-28,Benefits - CC600 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000331,2024-10-28,Benefits - CC700 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000332,2024-10-28,Benefits - CC800 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000333,2024-10-28,Benefits - CC900 - 2024-10,Payroll System,ADP Integration,Posted,2024-10-28 00:00:00
JE-000334,2024-10-28,Rent and facilities - 2024-10,AP System,Accounts Payable,Posted,2024-10-28 00:00:00
JE-000335,2024-10-28,Depreciation - 2024-10,Fixed Assets,Depreciation Module,Posted,2024-10-28 00:00:00
JE-000336,2024-10-28,Professional services - 2024-10,AP System,Accounts Payable,Posted,2024-10-28 00:00:00
JE-000337,2024-10-28,Marketing spend - 2024-10,AP System,Accounts Payable,Posted,2024-10-28 00:00:00
JE-000338,2024-10-28,Travel and entertainment - 2024-10,Concur,Expense System,Posted,2024-10-28 00:00:00
JE-000339,2024-10-28,Software subscriptions - 2024-10,AP System,Accounts Payable,Posted,2024-10-28 00:00:00
JE-000340,2024-10-28,Utilities - 2024-10,AP System,Accounts Payable,Posted,2024-10-28 00:00:00
JE-000341,2024-10-28,Interest expense - 2024-10,Treasury,Debt Module,Posted,2024-10-28 00:00:00
JE-000342,2024-10-23,Cash collections - 2024-10,ERP,Collections Module,Posted,2024-10-23 00:00:00
JE-000343,2024-10-18,AP payments - 2024-10,AP System,Payment Run,Posted,2024-10-18 00:00:00
JE-000344,2024-11-28,Product revenue - 2024-11,ERP,Revenue Module,Posted,2024-11-28 00:00:00
JE-000345,2024-11-28,Service revenue - 2024-11,ERP,Revenue Module,Posted,2024-11-28 00:00:00
JE-000346,2024-11-28,Subscription revenue - 2024-11,ERP,Revenue Module,Posted,2024-11-28 00:00:00
JE-000347,2024-11-28,COGS product - 2024-11,ERP,Cost Module,Posted,2024-11-28 00:00:00
JE-000348,2024-11-28,COGS services - 2024-11,ERP,Cost Module,Posted,2024-11-28 00:00:00
JE-000349,2024-11-28,COGS subscriptions - 2024-11,ERP,Cost Module,Posted,2024-11-28 00:00:00
JE-000350,2024-11-28,Payroll - CC100 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000351,2024-11-28,Payroll - CC200 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000352,2024-11-28,Payroll - CC300 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000353,2024-11-28,Payroll - CC400 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000354,2024-11-28,Payroll - CC500 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000355,2024-11-28,Payroll - CC600 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000356,2024-11-28,Payroll - CC700 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000357,2024-11-28,Payroll - CC800 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000358,2024-11-28,Payroll - CC900 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000359,2024-11-28,Benefits - CC100 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000360,2024-11-28,Benefits - CC200 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000361,2024-11-28,Benefits - CC300 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000362,2024-11-28,Benefits - CC400 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000363,2024-11-28,Benefits - CC500 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000364,2024-11-28,Benefits - CC600 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000365,2024-11-28,Benefits - CC700 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000366,2024-11-28,Benefits - CC800 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000367,2024-11-28,Benefits - CC900 - 2024-11,Payroll System,ADP Integration,Posted,2024-11-28 00:00:00
JE-000368,2024-11-28,Rent and facilities - 2024-11,AP System,Accounts Payable,Posted,2024-11-28 00:00:00
JE-000369,2024-11-28,Depreciation - 2024-11,Fixed Assets,Depreciation Module,Posted,2024-11-28 00:00:00
JE-000370,2024-11-28,Professional services - 2024-11,AP System,Accounts Payable,Posted,2024-11-28 00:00:00
JE-000371,2024-11-28,Marketing spend - 2024-11,AP System,Accounts Payable,Posted,2024-11-28 00:00:00
JE-000372,2024-11-28,Travel and entertainment - 2024-11,Concur,Expense System,Posted,2024-11-28 00:00:00
JE-000373,2024-11-28,Software subscriptions - 2024-11,AP System,Accounts Payable,Posted,2024-11-28 00:00:00
JE-000374,2024-11-28,Utilities - 2024-11,AP System,Accounts Payable,Posted,2024-11-28 00:00:00
JE-000375,2024-11-28,Interest expense - 2024-11,Treasury,Debt Module,Posted,2024-11-28 00:00:00
JE-000376,2024-11-23,Cash collections - 2024-11,ERP,Collections Module,Posted,2024-11-23 00:00:00
JE-000377,2024-11-18,AP payments - 2024-11,AP System,Payment Run,Posted,2024-11-18 00:00:00
JE-000378,2024-12-28,Product revenue - 2024-12,ERP,Revenue Module,Posted,2024-12-28 00:00:00
JE-000379,2024-12-28,Service revenue - 2024-12,ERP,Revenue Module,Posted,2024-12-28 00:00:00
JE-000380,2024-12-28,Subscription revenue - 2024-12,ERP,Revenue Module,Posted,2024-12-28 00:00:00
JE-000381,2024-12-28,COGS product - 2024-12,ERP,Cost Module,Posted,2024-12-28 00:00:00
JE-000382,2024-12-28,COGS services - 2024-12,ERP,Cost Module,Posted,2024-12-28 00:00:00
JE-000383,2024-12-28,COGS subscriptions - 2024-12,ERP,Cost Module,Posted,2024-12-28 00:00:00
JE-000384,2024-12-28,Payroll - CC100 - 2024-12,Payroll System,ADP Integration,Posted,2024-12-28 00:00:00
JE-000385,2024-12-28,Payroll - CC200 - 2024-12,Payroll System,ADP Integration,Posted,2024-12-28 00:00:00
JE-000386,2024-12-28,Payroll - CC300 - 2024-12,Payroll System,ADP Integration,Posted,2024-12-28 00:00:00
JE-000387,2024-12-28,Payroll - CC400 - 2024-12,Payroll System,ADP Integration,Posted,2024-12-28 00:00:00
JE-000388,2024-12-28,Payroll - CC500 - 2024-12,Payroll System,ADP Integration,Posted,2024-12-28 00:00:00
JE-000389,2024-12-28,Payroll - CC600 - 2024-12,Payroll System,ADP Integration,Posted,2024-12-28 00:00:00
JE-000390,2024-12-28,Payroll - CC700 - 2024-12,Payroll System,ADP Integration,Posted,2024-12-28 00:00:00
JE-000391,2024-12-28,Payroll - CC800 - 2024-12,Payroll System,ADP Integration,Posted,2024-12-28 00:00:00
JE-000392,2024-12-28,Payroll - CC900 - 2024-12,Payroll System,ADP Integration,Posted,2024-12-28 00:00:00
JE-000393,2024-12-28,Benefits - CC100 - 2024-12,Payroll System,ADP Integration,Posted,2024-12-28 00:00:00
JE-000394,2024-12-28,Benefits - CC200 - 2024-12,Payroll System,ADP Integration,Posted,2024-12-28 00:00:00
JE-000395,2024-12-28,Benefits - CC300 - 2024-12,Payroll System,ADP Integration,Posted,2024-12-28 00:00:00
JE-000396,2024-12-28,Benefits - CC400 - 2024-12,Payroll System,ADP Integration,Posted,2024-12-28 00:00:00
JE-000397,2024-12-28,Benefits - CC500 - 2024-12,Payroll System,ADP Integration,Posted,2024-12-28 00:00:00
JE-000398,2024-12-28,Benefits - CC600 - 2024-12,Payroll System,ADP Integration,Posted,2024-12-28 00:00:00
