journal_entry_id,line_number,account_id,cost_center_id,debit_amount,credit_amount,line_description
JE-000160,1,6020,CC800,21640.2,0,Benefits - CC800 - 2024-05
JE-000160,2,2020,CC800,0,21640.2,Benefits - CC800 - 2024-05
JE-000161,1,6020,CC900,41595.69,0,Benefits - CC900 - 2024-05
JE-000161,2,2020,CC900,0,41595.69,Benefits - CC900 - 2024-05
JE-000162,1,6030,CC600,42968.53,0,Rent and facilities - 2024-05
JE-000162,2,1010,CC600,0,42968.53,Rent and facilities - 2024-05
JE-000163,1,6040,CC999,17558.7,0,Depreciation - 2024-05
JE-000163,2,1120,CC999,0,17558.7,Depreciation - 2024-05
JE-000164,1,6060,CC300,40762.17,0,Marketing spend - 2024-05
JE-000164,2,2010,CC300,0,40762.17,Marketing spend - 2024-05
JE-000165,1,6070,CC200,12691.15,0,Travel and entertainment - 2024-05
JE-000165,2,1010,CC200,0,12691.15,Travel and entertainment - 2024-05
JE-000166,1,6080,CC100,30613.26,0,Software subscriptions - 2024-05
JE-000166,2,2010,CC100,0,30613.26,Software subscriptions - 2024-05
JE-000167,1,6100,CC600,9107.57,0,Utilities - 2024-05
JE-000167,2,2010,CC600,0,9107.57,Utilities - 2024-05
JE-000168,1,7010,CC400,6001.0,0,Interest expense - 2024-05
JE-000168,2,1010,CC400,0,6001.0,Interest expense - 2024-05
JE-000169,1,1010,CC400,566708.68,0,Cash collections - 2024-05
JE-000169,2,1020,CC400,0,566708.68,Cash collections - 2024-05
JE-000170,1,2010,CC400,274583.95,0,AP payments - 2024-05
JE-000170,2,1010,CC400,0,274583.95,AP payments - 2024-05
JE-000171,1,1020,CC200,411307.69,0,Product revenue - 2024-06
JE-000171,2,4010,CC200,0,411307.69,Product revenue - 2024-06
JE-000172,1,1020,CC200,177454.54,0,Service revenue - 2024-06
JE-000172,2,4020,CC200,0,177454.54,Service revenue - 2024-06
JE-000173,1,1020,CC200,90035.23,0,Subscription revenue - 2024-06
JE-000173,2,4030,CC200,0,90035.23,Subscription revenue - 2024-06
JE-000174,1,5010,CC600,237811.32,0,COGS product - 2024-06
JE-000174,2,1030,CC600,0,237811.32,COGS product - 2024-06
JE-000175,1,5020,CC600,66323.84,0,COGS services - 2024-06
JE-000175,2,2020,CC600,0,66323.84,COGS services - 2024-06
JE-000176,1,5030,CC900,24213.52,0,COGS subscriptions - 2024-06
JE-000176,2,2020,CC900,0,24213.52,COGS subscriptions - 2024-06
JE-000177,1,6010,CC100,185027.42,0,Payroll - CC100 - 2024-06
JE-000177,2,1010,CC100,0,185027.42,Payroll - CC100 - 2024-06
JE-000178,1,6010,CC200,125196.48,0,Payroll - CC200 - 2024-06
JE-000178,2,1010,CC200,0,125196.48,Payroll - CC200 - 2024-06
JE-000179,1,6010,CC300,62021.65,0,Payroll - CC300 - 2024-06
JE-000179,2,1010,CC300,0,62021.65,Payroll - CC300 - 2024-06
JE-000180,1,6010,CC400,45664.33,0,Payroll - CC400 - 2024-06
JE-000180,2,1010,CC400,0,45664.33,Payroll - CC400 - 2024-06
JE-000181,1,6010,CC500,34797.12,0,Payroll - CC500 - 2024-06
JE-000181,2,1010,CC500,0,34797.12,Payroll - CC500 - 2024-06
JE-000182,1,6010,CC600,57238.08,0,Payroll - CC600 - 2024-06
JE-000182,2,1010,CC600,0,57238.08,Payroll - CC600 - 2024-06
JE-000183,1,6010,CC700,52396.78,0,Payroll - CC700 - 2024-06
JE-000183,2,1010,CC700,0,52396.78,Payroll - CC700 - 2024-06
JE-000184,1,6010,CC800,73996.56,0,Payroll - CC800 - 2024-06
JE-000184,2,1010,CC800,0,73996.56,Payroll - CC800 - 2024-06
JE-000185,1,6010,CC900,149070.63,0,Payroll - CC900 - 2024-06
JE-000185,2,1010,CC900,0,149070.63,Payroll - CC900 - 2024-06
JE-000186,1,6020,CC100,46724.87,0,Benefits - CC100 - 2024-06
JE-000186,2,2020,CC100,0,46724.87,Benefits - CC100 - 2024-06
JE-000187,1,6020,CC200,37554.45,0,Benefits - CC200 - 2024-06
JE-000187,2,2020,CC200,0,37554.45,Benefits - CC200 - 2024-06
JE-000188,1,6020,CC300,18098.0,0,Benefits - CC300 - 2024-06
JE-000188,2,2020,CC300,0,18098.0,Benefits - CC300 - 2024-06
JE-000189,1,6020,CC400,13628.51,0,Benefits - CC400 - 2024-06
JE-000189,2,2020,CC400,0,13628.51,Benefits - CC400 - 2024-06
JE-000190,1,6020,CC500,10311.02,0,Benefits - CC500 - 2024-06
JE-000190,2,2020,CC500,0,10311.02,Benefits - CC500 - 2024-06
JE-000191,1,6020,CC600,16738.4,0,Benefits - CC600 - 2024-06
JE-000191,2,2020,CC600,0,16738.4,Benefits - CC600 - 2024-06
JE-000192,1,6020,CC700,13534.9,0,Benefits - CC700 - 2024-06
JE-000192,2,2020,CC700,0,13534.9,Benefits - CC700 - 2024-06
JE-000193,1,6020,CC800,20295.93,0,Benefits - CC800 - 2024-06
JE-000193,2,2020,CC800,0,20295.93,Benefits - CC800 - 2024-06
JE-000194,1,6020,CC900,38860.83,0,Benefits - CC900 - 2024-06
JE-000194,2,2020,CC900,0,38860.83,Benefits - CC900 - 2024-06
JE-000195,1,6030,CC600,41032.7,0,Rent and facilities - 2024-06
JE-000195,2,1010,CC600,0,41032.7,Rent and facilities - 2024-06
JE-000196,1,6040,CC999,17858.71,0,Depreciation - 2024-06
JE-000196,2,1120,CC999,0,17858.71,Depreciation - 2024-06
JE-000197,1,6050,CC100,38037.37,0,Professional services - 2024-06
JE-000197,2,2010,CC100,0,38037.37,Professional services - 2024-06
JE-000198,1,6060,CC300,50346.24,0,Marketing spend - 2024-06
JE-000198,2,2010,CC300,0,50346.24,Marketing spend - 2024-06
JE-000199,1,6070,CC300,18971.62,0,Travel and entertainment - 2024-06
JE-000199,2,1010,CC300,0,18971.62,Travel and entertainment - 2024-06
JE-000200,1,6080,CC100,26982.18,0,Software subscriptions - 2024-06
JE-000200,2,2010,CC100,0,26982.18,Software subscriptions - 2024-06
JE-000201,1,6090,CC999,16506.73,0,Insurance - 2024-Q2
JE-000201,2,1040,CC999,0,16506.73,Insurance - 2024-Q2
JE-000202,1,6100,CC600,8286.3,0,Utilities - 2024-06
JE-000202,2,2010,CC600,0,8286.3,Utilities - 2024-06
JE-000203,1,7010,CC400,5852.82,0,Interest expense - 2024-06
JE-000203,2,1010,CC400,0,5852.82,Interest expense - 2024-06
JE-000204,1,7020,CC400,76997.9,0,Tax provision - 2024-Q2
JE-000204,2,2020,CC400,0,76997.9,Tax provision - 2024-Q2
JE-000205,1,1010,CC400,582680.13,0,Cash collections - 2024-06
JE-000205,2,1020,CC400,0,582680.13,Cash collections - 2024-06
JE-000206,1,2010,CC400,256269.57,0,AP payments - 2024-06
JE-000206,2,1010,CC400,0,256269.57,AP payments - 2024-06
JE-000207,1,1020,CC200,442836.77,0,Product revenue - 2024-07
JE-000207,2,4010,CC200,0,442836.77,Product revenue - 2024-07
JE-000208,1,1020,CC200,194355.7,0,Service revenue - 2024-07
JE-000208,2,4020,CC200,0,194355.7,Service revenue - 2024-07
JE-000209,1,1020,CC200,99583.36,0,Subscription revenue - 2024-07
JE-000209,2,4030,CC200,0,99583.36,Subscription revenue - 2024-07
JE-000210,1,5010,CC600,253281.53,0,COGS product - 2024-07
JE-000210,2,1030,CC600,0,253281.53,COGS product - 2024-07
JE-000211,1,5020,CC600,68706.68,0,COGS services - 2024-07
JE-000211,2,2020,CC600,0,68706.68,COGS services - 2024-07
JE-000212,1,5030,CC900,23715.09,0,COGS subscriptions - 2024-07
JE-000212,2,2020,CC900,0,23715.09,COGS subscriptions - 2024-07
JE-000213,1,6010,CC100,183233.78,0,Payroll - CC100 - 2024-07
JE-000213,2,1010,CC100,0,183233.78,Payroll - CC100 - 2024-07
JE-000214,1,6010,CC200,128610.06,0,Payroll - CC200 - 2024-07
JE-000214,2,1010,CC200,0,128610.06,Payroll - CC200 - 2024-07
JE-000215,1,6010,CC300,63208.74,0,Payroll - CC300 - 2024-07
JE-000215,2,1010,CC300,0,63208.74,Payroll - CC300 - 2024-07
JE-000216,1,6010,CC400,47231.0,0,Payroll - CC400 - 2024-07
JE-000216,2,1010,CC400,0,47231.0,Payroll - CC400 - 2024-07
JE-000217,1,6010,CC500,35624.83,0,Payroll - CC500 - 2024-07
JE-000217,2,1010,CC500,0,35624.83,Payroll - CC500 - 2024-07
JE-000218,1,6010,CC600,55672.09,0,Payroll - CC600 - 2024-07
JE-000218,2,1010,CC600,0,55672.09,Payroll - CC600 - 2024-07
JE-000219,1,6010,CC700,49242.64,0,Payroll - CC700 - 2024-07
JE-000219,2,1010,CC700,0,49242.64,Payroll - CC700 - 2024-07
JE-000220,1,6010,CC800,78621.84,0,Payroll - CC800 - 2024-07
JE-000220,2,1010,CC800,0,78621.84,Payroll - CC800 - 2024-07
JE-000221,1,6010,CC900,149119.92,0,Payroll - CC900 - 2024-07
JE-000221,2,1010,CC900,0,149119.92,Payroll - CC900 - 2024-07
JE-000222,1,6020,CC100,49507.71,0,Benefits - CC100 - 2024-07
JE-000222,2,2020,CC100,0,49507.71,Benefits - CC100 - 2024-07
JE-000223,1,6020,CC200,38207.45,0,Benefits - CC200 - 2024-07
JE-000223,2,2020,CC200,0,38207.45,Benefits - CC200 - 2024-07
JE-000224,1,6020,CC300,17602.61,0,Benefits - CC300 - 2024-07
JE-000224,2,2020,CC300,0,17602.61,Benefits - CC300 - 2024-07
JE-000225,1,6020,CC400,13174.9,0,Benefits - CC400 - 2024-07
JE-000225,2,2020,CC400,0,13174.9,Benefits - CC400 - 2024-07
JE-000226,1,6020,CC500,8977.0,0,Benefits - CC500 - 2024-07
JE-000226,2,2020,CC500,0,8977.0,Benefits - CC500 - 2024-07
JE-000227,1,6020,CC600,14146.23,0,Benefits - CC600 - 2024-07
JE-000227,2,2020,CC600,0,14146.23,Benefits - CC600 - 2024-07
JE-000228,1,6020,CC700,13929.2,0,Benefits - CC700 - 2024-07
JE-000228,2,2020,CC700,0,13929.2,Benefits - CC700 - 2024-07
JE-000229,1,6020,CC800,21877.42,0,Benefits - CC800 - 2024-07
JE-000229,2,2020,CC800,0,21877.42,Benefits - CC800 - 2024-07
JE-000230,1,6020,CC900,39638.83,0,Benefits - CC900 - 2024-07
JE-000230,2,2020,CC900,0,39638.83,Benefits - CC900 - 2024-07
JE-000231,1,6030,CC600,41899.39,0,Rent and facilities - 2024-07
JE-000231,2,1010,CC600,0,41899.39,Rent and facilities - 2024-07
JE-000232,1,6040,CC999,18742.55,0,Depreciation - 2024-07
JE-000232,2,1120,CC999,0,18742.55,Depreciation - 2024-07
JE-000233,1,6050,CC800,34221.78,0,Professional services - 2024-07
JE-000233,2,2010,CC800,0,34221.78,Professional services - 2024-07
JE-000234,1,6060,CC300,64391.68,0,Marketing spend - 2024-07
JE-000234,2,2010,CC300,0,64391.68,Marketing spend - 2024-07
JE-000235,1,6070,CC200,10922.4,0,Travel and entertainment - 2024-07
JE-000235,2,1010,CC200,0,10922.4,Travel and entertainment - 2024-07
JE-000236,1,6080,CC100,30487.54,0,Software subscriptions - 2024-07
JE-000236,2,2010,CC100,0,30487.54,Software subscriptions - 2024-07
JE-000237,1,6100,CC600,9890.91,0,Utilities - 2024-07
JE-000237,2,2010,CC600,0,9890.91,Utilities - 2024-07
JE-000238,1,7010,CC400,6216.3,0,Interest expense - 2024-07
JE-000238,2,1010,CC400,0,6216.3,Interest expense - 2024-07
JE-000239,1,1010,CC400,639196.68,0,Cash collections - 2024-07
JE-000239,2,1020,CC400,0,639196.68,Cash collections - 2024-07
JE-000240,1,2010,CC400,275072.03,0,AP payments - 2024-07
JE-000240,2,1010,CC400,0,275072.03,AP payments - 2024-07
JE-000241,1,1020,CC200,410697.53,0,Product revenue - 2024-08
JE-000241,2,4010,CC200,0,410697.53,Product revenue - 2024-08
JE-000242,1,1020,CC200,184618.77,0,Service revenue - 2024-08
JE-000242,2,4020,CC200,0,184618.77,Service revenue - 2024-08
JE-000243,1,1020,CC200,103024.82,0,Subscription revenue - 2024-08
JE-000243,2,4030,CC200,0,103024.82,Subscription revenue - 2024-08
JE-000244,1,5010,CC600,227861.31,0,COGS product - 2024-08
JE-000244,2,1030,CC600,0,227861.31,COGS product - 2024-08
JE-000245,1,5020,CC600,67773.53,0,COGS services - 2024-08
JE-000245,2,2020,CC600,0,67773.53,COGS services - 2024-08
JE-000246,1,5030,CC900,22953.83,0,COGS subscriptions - 2024-08
JE-000246,2,2020,CC900,0,22953.83,COGS subscriptions - 2024-08
JE-000247,1,6010,CC100,188425.72,0,Payroll - CC100 - 2024-08
JE-000247,2,1010,CC100,0,188425.72,Payroll - CC100 - 2024-08
JE-000248,1,6010,CC200,110731.22,0,Payroll - CC200 - 2024-08
JE-000248,2,1010,CC200,0,110731.22,Payroll - CC200 - 2024-08
JE-000249,1,6010,CC300,66422.24,0,Payroll - CC300 - 2024-08
JE-000249,2,1010,CC300,0,66422.24,Payroll - CC300 - 2024-08
JE-000250,1,6010,CC400,43138.42,0,Payroll - CC400 - 2024-08
JE-000250,2,1010,CC400,0,43138.42,Payroll - CC400 - 2024-08
JE-000251,1,6010,CC500,39076.5,0,Payroll - CC500 - 2024-08
JE-000251,2,1010,CC500,0,39076.5,Payroll - CC500 - 2024-08
JE-000252,1,6010,CC600,56292.49,0,Payroll - CC600 - 2024-08
JE-000252,2,1010,CC600,0,56292.49,Payroll - CC600 - 2024-08
JE-000253,1,6010,CC700,47127.8,0,Payroll - CC700 - 2024-08
JE-000253,2,1010,CC700,0,47127.8,Payroll - CC700 - 2024-08
JE-000254,1,6010,CC800,73744.76,0,Payroll - CC800 - 2024-08
JE-000254,2,1010,CC800,0,73744.76,Payroll - CC800 - 2024-08
JE-000255,1,6010,CC900,139469.03,0,Payroll - CC900 - 2024-08
JE-000255,2,1010,CC900,0,139469.03,Payroll - CC900 - 2024-08
JE-000256,1,6020,CC100,55884.77,0,Benefits - CC100 - 2024-08
JE-000256,2,2020,CC100,0,55884.77,Benefits - CC100 - 2024-08
JE-000257,1,6020,CC200,28256.32,0,Benefits - CC200 - 2024-08
JE-000257,2,2020,CC200,0,28256.32,Benefits - CC200 - 2024-08
JE-000258,1,6020,CC300,19521.92,0,Benefits - CC300 - 2024-08
JE-000258,2,2020,CC300,0,19521.92,Benefits - CC300 - 2024-08
JE-000259,1,6020,CC400,11355.04,0,Benefits - CC400 - 2024-08
JE-000259,2,2020,CC400,0,11355.04,Benefits - CC400 - 2024-08
JE-000260,1,6020,CC500,11507.47,0,Benefits - CC500 - 2024-08
JE-000260,2,2020,CC500,0,11507.47,Benefits - CC500 - 2024-08
JE-000261,1,6020,CC600,16162.75,0,Benefits - CC600 - 2024-08
JE-000261,2,2020,CC600,0,16162.75,Benefits - CC600 - 2024-08
JE-000262,1,6020,CC700,12148.24,0,Benefits - CC700 - 2024-08
JE-000262,2,2020,CC700,0,12148.24,Benefits - CC700 - 2024-08
JE-000263,1,6020,CC800,19475.09,0,Benefits - CC800 - 2024-08
JE-000263,2,2020,CC800,0,19475.09,Benefits - CC800 - 2024-08
JE-000264,1,6020,CC900,36336.07,0,Benefits - CC900 - 2024-08
JE-000264,2,2020,CC900,0,36336.07,Benefits - CC900 - 2024-08
JE-000265,1,6030,CC600,41159.58,0,Rent and facilities - 2024-08
JE-000265,2,1010,CC600,0,41159.58,Rent and facilities - 2024-08
JE-000266,1,6040,CC999,18636.39,0,Depreciation - 2024-08
JE-000266,2,1120,CC999,0,18636.39,Depreciation - 2024-08
JE-000267,1,6050,CC400,23599.13,0,Professional services - 2024-08
JE-000267,2,2010,CC400,0,23599.13,Professional services - 2024-08
JE-000268,1,6060,CC300,57424.4,0,Marketing spend - 2024-08
JE-000268,2,2010,CC300,0,57424.4,Marketing spend - 2024-08
JE-000269,1,6070,CC300,15512.23,0,Travel and entertainment - 2024-08
JE-000269,2,1010,CC300,0,15512.23,Travel and entertainment - 2024-08
JE-000270,1,6080,CC100,29725.56,0,Software subscriptions - 2024-08
JE-000270,2,2010,CC100,0,29725.56,Software subscriptions - 2024-08
JE-000271,1,6100,CC600,9366.55,0,Utilities - 2024-08
JE-000271,2,2010,CC600,0,9366.55,Utilities - 2024-08
JE-000272,1,7010,CC400,6249.27,0,Interest expense - 2024-08
JE-000272,2,1010,CC400,0,6249.27,Interest expense - 2024-08
JE-000273,1,1010,CC400,569635.71,0,Cash collections - 2024-08
JE-000273,2,1020,CC400,0,569635.71,Cash collections - 2024-08
JE-000274,1,2010,CC400,292811.53,0,AP payments - 2024-08
JE-000274,2,1010,CC400,0,292811.53,AP payments - 2024-08
JE-000275,1,1020,CC200,455950.75,0,Product revenue - 2024-09
JE-000275,2,4010,CC200,0,455950.75,Product revenue - 2024-09
JE-000276,1,1020,CC200,203450.68,0,Service revenue - 2024-09
JE-000276,2,4020,CC200,0,203450.68,Service revenue - 2024-09
JE-000277,1,1020,CC200,97897.93,0,Subscription revenue - 2024-09
JE-000277,2,4030,CC200,0,97897.93,Subscription revenue - 2024-09
JE-000278,1,5010,CC600,254343.54,0,COGS product - 2024-09
JE-000278,2,1030,CC600,0,254343.54,COGS product - 2024-09
JE-000279,1,5020,CC600,84666.73,0,COGS services - 2024-09
JE-000279,2,2020,CC600,0,84666.73,COGS services - 2024-09
JE-000280,1,5030,CC900,24991.54,0,COGS subscriptions - 2024-09
JE-000280,2,2020,CC900,0,24991.54,COGS subscriptions - 2024-09
JE-000281,1,6010,CC100,178832.27,0,Payroll - CC100 - 2024-09
JE-000281,2,1010,CC100,0,178832.27,Payroll - CC100 - 2024-09
JE-000282,1,6010,CC200,121284.24,0,Payroll - CC200 - 2024-09
JE-000282,2,1010,CC200,0,121284.24,Payroll - CC200 - 2024-09
JE-000283,1,6010,CC300,65654.64,0,Payroll - CC300 - 2024-09
JE-000283,2,1010,CC300,0,65654.64,Payroll - CC300 - 2024-09
JE-000284,1,6010,CC400,43272.88,0,Payroll - CC400 - 2024-09
JE-000284,2,1010,CC400,0,43272.88,Payroll - CC400 - 2024-09
JE-000285,1,6010,CC500,36393.09,0,Payroll - CC500 - 2024-09
JE-000285,2,1010,CC500,0,36393.09,Payroll - CC500 - 2024-09
JE-000286,1,6010,CC600,54206.97,0,Payroll - CC600 - 2024-09
JE-000286,2,1010,CC600,0,54206.97,Payroll - CC600 - 2024-09
JE-000287,1,6010,CC700,50312.06,0,Payroll - CC700 - 2024-09
JE-000287,2,1010,CC700,0,50312.06,Payroll - CC700 - 2024-09
JE-000288,1,6010,CC800,71931.66,0,Payroll - CC800 - 2024-09
JE-000288,2,1010,CC800,0,71931.66,Payroll - CC800 - 2024-09
JE-000289,1,6010,CC900,153739.38,0,Payroll - CC900 - 2024-09
JE-000289,2,1010,CC900,0,153739.38,Payroll - CC900 - 2024-09
JE-000290,1,6020,CC100,53401.07,0,Benefits - CC100 - 2024-09
JE-000290,2,2020,CC100,0,53401.07,Benefits - CC100 - 2024-09
JE-000291,1,6020,CC200,30562.99,0,Benefits - CC200 - 2024-09
JE-000291,2,2020,CC200,0,30562.99,Benefits - CC200 - 2024-09
JE-000292,1,6020,CC300,17588.25,0,Benefits - CC300 - 2024-09
JE-000292,2,2020,CC300,0,17588.25,Benefits - CC300 - 2024-09
JE-000293,1,6020,CC400,12293.97,0,Benefits - CC400 - 2024-09
JE-000293,2,2020,CC400,0,12293.97,Benefits - CC400 - 2024-09
JE-000294,1,6020,CC500,10311.86,0,Benefits - CC500 - 2024-09
JE-000294,2,2020,CC500,0,10311.86,Benefits - CC500 - 2024-09
JE-000295,1,6020,CC600,14510.34,0,Benefits - CC600 - 2024-09
JE-000295,2,2020,CC600,0,14510.34,Benefits - CC600 - 2024-09
JE-000296,1,6020,CC700,13986.46,0,Benefits - CC700 - 2024-09
JE-000296,2,2020,CC700,0,13986.46,Benefits - CC700 - 2024-09
JE-000297,1,6020,CC800,21128.89,0,Benefits - CC800 - 2024-09
JE-000297,2,2020,CC800,0,21128.89,Benefits - CC800 - 2024-09
JE-000298,1,6020,CC900,45920.7,0,Benefits - CC900 - 2024-09
JE-000298,2,2020,CC900,0,45920.7,Benefits - CC900 - 2024-09
JE-000299,1,6030,CC600,41992.51,0,Rent and facilities - 2024-09
JE-000299,2,1010,CC600,0,41992.51,Rent and facilities - 2024-09
JE-000300,1,6040,CC999,16859.72,0,Depreciation - 2024-09
JE-000300,2,1120,CC999,0,16859.72,Depreciation - 2024-09
JE-000301,1,6060,CC300,69559.29,0,Marketing spend - 2024-09
JE-000301,2,2010,CC300,0,69559.29,Marketing spend - 2024-09
JE-000302,1,6070,CC200,18117.93,0,Travel and entertainment - 2024-09
JE-000302,2,1010,CC200,0,18117.93,Travel and entertainment - 2024-09
JE-000303,1,6080,CC100,28494.05,0,Software subscriptions - 2024-09
JE-000303,2,2010,CC100,0,28494.05,Software subscriptions - 2024-09
JE-000304,1,6090,CC999,14848.09,0,Insurance - 2024-Q3
JE-000304,2,1040,CC999,0,14848.09,Insurance - 2024-Q3
JE-000305,1,6100,CC600,8424.23,0,Utilities - 2024-09
JE-000305,2,2010,CC600,0,8424.23,Utilities - 2024-09
JE-000306,1,7010,CC400,6020.92,0,Interest expense - 2024-09
JE-000306,2,1010,CC400,0,6020.92,Interest expense - 2024-09
JE-000307,1,7020,CC400,92758.82,0,Tax provision - 2024-Q3
JE-000307,2,2020,CC400,0,92758.82,Tax provision - 2024-Q3
JE-000308,1,1010,CC400,678743.35,0,Cash collections - 2024-09
JE-000308,2,1020,CC400,0,678743.35,Cash collections - 2024-09
JE-000309,1,2010,CC400,321845.06,0,AP payments - 2024-09
JE-000309,2,1010,CC400,0,321845.06,AP payments - 2024-09
JE-000310,1,1020,CC200,491437.21,0,Product revenue - 2024-10
JE-000310,2,4010,CC200,0,491437.21,Product revenue - 2024-10
JE-000311,1,1020,CC200,194387.84,0,Service revenue - 2024-10
JE-000311,2,4020,CC200,0,194387.84,Service revenue - 2024-10
JE-000312,1,1020,CC200,109889.95,0,Subscription revenue - 2024-10
JE-000312,2,4030,CC200,0,109889.95,Subscription revenue - 2024-10
JE-000313,1,5010,CC600,300293.53,0,COGS product - 2024-10
JE-000313,2,1030,CC600,0,300293.53,COGS product - 2024-10
JE-000314,1,5020,CC600,79718.75,0,COGS services - 2024-10
JE-000314,2,2020,CC600,0,79718.75,COGS services - 2024-10
JE-000315,1,5030,CC900,23933.45,0,COGS subscriptions - 2024-10
JE-000315,2,2020,CC900,0,23933.45,COGS subscriptions - 2024-10
JE-000316,1,6010,CC100,182674.03,0,Payroll - CC100 - 2024-10
JE-000316,2,1010,CC100,0,182674.03,Payroll - CC100 - 2024-10
JE-000317,1,6010,CC200,123609.78,0,Payroll - CC200 - 2024-10
JE-000317,2,1010,CC200,0,123609.78,Payroll - CC200 - 2024-10
JE-000318,1,6010,CC300,61955.49,0,Payroll - CC300 - 2024-10
JE-000318,2,1010,CC300,0,61955.49,Payroll - CC300 - 2024-10
JE-000319,1,6010,CC400,43789.22,0,Payroll - CC400 - 2024-10
